customer_id,tenure_months,monthly_active_days,avg_session_duration,support_ticket_count,payment_delay_count,feature_usage_score,subscription_plan,negative_sentiment_ratio,churn
CUST_97,14,6,117.19422070301502,1,2,23.845411626544955,Pro,0.3288724369550854,1
CUST_98,23,29,12.506827120143349,3,0,12.943257118739782,Basic,0.8312990345058597,1
CUST_99,57,8,99.51152211658379,5,1,12.531925790785115,Basic,0.8562372549386442,1
CUST_100,40,12,79.32564237059886,1,0,80.63240734885292,Pro,0.37495191265119165,1
CUST_101,21,13,79.44434545290548,3,3,71.48480745267403,Enterprise,0.43130282725174185,1
CUST_102,16,11,19.760241560689902,1,2,12.94861955670622,Enterprise,0.21703071210647085,1
CUST_103,45,12,79.77152414125014,1,2,21.97531188607863,Pro,0.4325137910573118,1
CUST_104,18,1,117.9854967691435,2,0,74.73430084435303,Pro,0.2748344323517806,1
CUST_105,47,17,109.8591354970364,0,1,27.46163978346141,Basic,0.17488264524401242,1
CUST_106,53,16,55.50002599255781,2,1,98.15420751573521,Pro,0.15846806957417792,1
CUST_107,24,11,9.59401692790085,2,2,54.05700666209088,Pro,0.7756471513849146,1
CUST_108,26,13,46.66375135002355,1,1,19.200797041008823,Enterprise,0.11694639054891898,0
CUST_109,25,18,100.03488583406384,4,2,85.88084545127332,Basic,0.6160344716189553,1
CUST_110,45,11,85.67239666849409,5,0,31.947554589723516,Basic,0.16748201330053758,1
CUST_111,41,28,57.82452039330499,2,1,28.880735506437784,Pro,0.8378394191050323,0
CUST_112,29,12,11.336676543265575,1,0,32.744123345149845,Basic,0.27446706813679367,1
CUST_113,15,6,54.0928936996798,2,1,76.81972482230377,Enterprise,0.04489348352419931,0
CUST_114,45,9,58.9378680675566,3,5,17.321294971594813,Pro,0.45207315865391295,1
CUST_115,1,16,111.78388628282563,0,0,38.1785780260938,Pro,0.9997971128119623,1
CUST_116,25,4,78.72490191194834,1,1,3.0832772784410434,Enterprise,0.8131371022768445,1
CUST_117,7,3,40.84008541528462,5,1,82.66266173496078,Basic,0.5702624925532435,1
CUST_118,9,28,65.41160041183295,3,0,34.07187663070053,Basic,0.18943880846842087,0
CUST_119,24,16,12.59636039954841,0,0,24.817291980837442,Enterprise,0.117505037668585,1
CUST_120,1,24,116.84534709971973,4,0,57.98932423754992,Enterprise,0.8385505394349294,1
CUST_121,44,27,46.40688872203349,2,0,70.49918837513754,Enterprise,0.7877074054259167,1
CUST_122,8,26,59.95474581501062,2,2,81.28960371829432,Enterprise,0.4621885651704658,1
CUST_123,24,25,45.8576570372461,1,2,34.77849454990679,Basic,0.4214096868121544,1
CUST_124,11,12,83.48884896336301,4,0,81.23008501490696,Basic,0.7486727892752474,1
CUST_125,51,11,81.1566982079032,1,0,46.48810003714582,Enterprise,0.5360376491716871,1
CUST_126,17,5,87.26206571085059,1,1,10.114226754522493,Enterprise,0.40416925168776907,1
CUST_127,8,25,35.836471405370894,3,1,84.63074827157793,Pro,0.2517208560478261,1
CUST_128,35,18,41.301875333867585,2,2,54.763478210461436,Pro,0.12256350490508461,1
CUST_129,35,19,19.403891576063913,2,0,60.24695719473855,Basic,0.594793471672893,1
CUST_130,33,23,80.38364676230294,1,0,93.74912696947354,Pro,0.8260488477124824,1
CUST_131,59,23,9.576669643600043,2,2,55.91514849392553,Pro,0.7461831125691109,1
CUST_132,5,6,73.7334685851978,2,3,0.5583530677989001,Pro,0.6963184524661629,1
CUST_133,42,22,105.01502675793789,1,1,87.06158410031026,Basic,0.9288521091834304,1
CUST_134,39,18,107.44569705330785,2,3,28.475108032345997,Pro,0.3945167426762749,1
CUST_135,58,26,56.63934244254559,1,0,50.17669207840038,Enterprise,0.13721756713666433,0
CUST_136,41,6,57.81992414450348,3,1,20.488660256142023,Basic,0.101949103177291,1
CUST_137,28,4,13.851456045921996,0,1,29.698356845497344,Pro,0.9550120761488852,1
CUST_138,7,12,82.13797792594912,1,1,68.66488480670338,Basic,0.5889642158457398,1
CUST_139,9,19,99.44483334287723,2,0,42.957335103791394,Pro,0.8107932416018524,1
CUST_140,8,29,33.135331279542,3,0,62.71306305813871,Basic,0.535559854175416,1
CUST_141,12,27,53.449601387836935,3,4,82.3575691312951,Enterprise,0.398494396485491,1
CUST_142,34,29,101.4665237280061,0,0,34.082202218634514,Pro,0.20026965086698434,1
CUST_143,33,2,105.86885378116312,1,1,56.8340038326041,Pro,0.856408344943118,1
CUST_144,48,17,32.96569773038598,2,1,77.75878933731363,Basic,0.06351523729229747,1
CUST_145,55,11,68.31562297225689,0,0,71.51231927693746,Enterprise,0.9002328725887059,1
CUST_146,23,11,27.13671232312011,2,1,53.98434359818509,Pro,0.20501277887948854,0
CUST_147,24,21,16.716057876049003,3,0,38.33835107273551,Enterprise,0.009531045923136694,1
CUST_148,37,16,109.77885766007512,2,1,40.75019812330175,Pro,0.10389711512903321,0
CUST_149,35,2,99.35836298669255,4,0,43.31352119962656,Enterprise,0.8835087122482668,1
CUST_150,44,2,92.404013707365,2,2,34.88455289461518,Pro,0.07370717719159192,1
CUST_151,40,23,10.608126663511149,2,2,69.9075634889698,Basic,0.35524058674460635,1
CUST_152,22,8,102.02881116167961,0,0,12.54152522718297,Basic,0.2503165710072536,1
CUST_153,27,13,55.37506872911913,0,2,96.74541207172767,Enterprise,0.03685465208499017,0
CUST_154,35,10,44.37543917902386,2,0,77.89855019715401,Pro,0.531466853959481,1
CUST_155,1,8,67.84478151791829,1,0,29.816305216677385,Pro,0.9983329122213577,1
CUST_156,35,4,15.50562291320892,1,0,4.254756927063563,Enterprise,0.8530074800795212,1
CUST_157,37,15,92.01435317552587,3,0,71.13031723789261,Pro,0.16889262189216891,1
CUST_158,47,1,71.98003384215403,2,1,73.43590449698331,Basic,0.884316008731641,1
CUST_159,14,11,26.457861140414266,4,3,96.36226105275766,Pro,0.45179348112181417,1
CUST_160,3,7,26.64670297344024,3,0,25.3705557575165,Basic,0.27325054671107196,1
CUST_161,1,17,26.188594930857537,2,2,8.27250902042238,Enterprise,0.6403058729006902,1
CUST_162,5,27,11.55527456847241,1,0,91.51347577184326,Pro,0.21669481653859501,0
CUST_163,26,20,72.59682167774375,1,0,25.86490346127752,Enterprise,0.8796517867203983,1
CUST_164,55,24,101.64004042267844,2,1,72.15314473238818,Basic,0.6241841920313103,1
CUST_165,14,18,7.01229460854969,5,0,6.065963782767792,Enterprise,0.13602188177069485,1
CUST_166,39,22,10.635534171696458,4,0,76.0584804976167,Enterprise,0.5706488729494684,1
CUST_167,27,29,70.86858181899876,1,1,12.70258971371404,Pro,0.5103710424092065,1
CUST_168,9,22,99.24200381939602,0,1,69.55863480416035,Enterprise,0.47145553085113545,1
CUST_169,15,12,42.574972415392864,0,1,53.234304785340484,Enterprise,0.36497592151303593,1
CUST_170,15,9,45.20565586288805,5,1,95.54881304672604,Pro,0.4742055221730602,1
CUST_171,26,5,73.57984721212924,4,1,3.691764307734302,Enterprise,0.5860114836597305,1
CUST_172,42,10,36.534482249276905,2,0,29.204874580005814,Basic,0.7335693162007988,1
CUST_173,13,4,8.059962098933674,2,0,6.95089173342438,Pro,0.9178755811186461,1
CUST_174,51,5,89.55127958168354,4,0,87.9197635239719,Basic,0.04438409532151255,1
CUST_175,32,28,76.94973998826711,3,0,59.39011536611078,Pro,0.5693440187580908,1
CUST_176,39,28,71.78693989140079,6,0,53.4969612357899,Enterprise,0.751973977703274,1
CUST_177,49,10,90.29367483405966,0,1,13.145789211630976,Basic,0.11555413336658282,1
CUST_178,52,11,82.6515463196343,3,1,48.90322573130509,Basic,0.9114977934554581,1
CUST_179,32,21,28.676428640506934,1,5,39.87036551758154,Basic,0.24498976186645272,1
CUST_180,4,24,45.53532039848538,1,2,31.575186813902324,Enterprise,0.8333319192094832,1
CUST_181,30,10,19.502666293041877,1,1,77.21889554985944,Basic,0.6620066651158971,1
CUST_182,37,28,19.93355654305632,5,2,6.127603983344477,Basic,0.5595465936915738,1
CUST_183,23,8,82.76251083100202,6,1,64.66857273622017,Enterprise,0.8692423729151905,1
CUST_184,39,2,103.73901230298729,1,2,82.29930312022118,Enterprise,0.9692344896756502,1
CUST_185,45,23,115.71424714403099,2,0,90.73072828603243,Enterprise,0.9971308659545336,1
CUST_186,15,8,77.25991851818611,0,0,74.59165947554102,Basic,0.6832810150588804,1
CUST_187,43,16,26.17165218651005,0,2,28.245567885821554,Basic,0.3391310906337279,1
CUST_188,29,27,17.14978972662703,4,0,60.05074605237034,Basic,0.874699247919733,1
CUST_189,36,22,98.47786172672714,2,2,14.140361091435526,Pro,0.6543483089809873,0
CUST_190,13,5,71.55699478139992,1,0,11.7060623744776,Basic,0.32332919840956365,1
CUST_191,32,27,76.10277741657778,2,3,63.86241421385146,Basic,0.932364634469886,1
CUST_192,7,25,94.86814020679157,0,1,85.11076545842027,Pro,0.747650397960598,1
CUST_193,59,29,85.87688118923194,0,2,6.724812569961891,Pro,0.452827803960858,1
CUST_194,51,3,100.96269907845111,2,0,10.600373213329872,Basic,0.4544905931658204,1
CUST_195,22,12,11.464599127886025,2,2,56.5607307429357,Pro,0.9959285705532426,1
CUST_196,28,13,90.96487322584805,0,1,21.82118610193402,Basic,0.373709104506431,1
CUST_197,2,13,102.84806709204098,2,0,61.18181227776478,Enterprise,0.09408067789640939,1
CUST_198,42,10,37.90552988270615,1,0,21.454382525533987,Enterprise,0.5385615201977919,1
CUST_199,45,4,78.65143650922408,3,2,11.648197430605943,Enterprise,0.8848540505632171,1
CUST_200,57,9,41.12863734125179,4,2,54.557498216482735,Enterprise,0.5845197860481635,1
CUST_201,53,22,115.16667264548221,4,0,86.21951380326188,Pro,0.7930874727337991,1
CUST_202,6,24,8.843710830082932,2,0,68.51219721505299,Basic,0.054864699256108374,0
CUST_203,28,23,71.67617704078982,4,0,81.87251375359646,Pro,0.6733947415301921,0
CUST_204,28,27,24.147907910694236,4,1,26.633517439004827,Enterprise,0.07919411656948816,1
CUST_205,44,2,86.90532359537325,2,0,88.59786512970257,Enterprise,0.5563566806997877,1
CUST_206,44,19,25.22738259314614,2,1,37.70391745762707,Basic,0.4977674357076157,1
CUST_207,20,1,32.06907511831112,0,1,85.24476678569935,Pro,0.9456044253384063,1
CUST_208,30,25,61.85264327026218,4,0,47.11755901487261,Enterprise,0.1324644006731912,1
CUST_209,11,29,110.20601924964097,3,0,26.78576473604962,Pro,0.00949140857979891,0
CUST_210,58,7,29.347152797016648,2,0,26.02588310267929,Basic,0.13735475365797978,1
CUST_211,55,17,21.587602428581906,3,0,56.76678843646529,Basic,0.17070614154151065,1
CUST_212,28,3,92.28233566321353,3,2,7.901027020684581,Pro,0.2509114675291503,1
CUST_213,25,20,62.57124621840206,2,1,93.00561945885086,Basic,0.8150887567925408,1
CUST_214,39,20,109.85528792390372,6,0,27.146349569853566,Pro,0.3768808345397897,1
CUST_215,33,21,21.860674073381862,1,0,33.56248178458553,Pro,0.8407575879898589,1
CUST_216,1,3,79.28170769764952,2,1,23.330155374123272,Pro,0.27193385991240526,1
CUST_217,57,3,31.78110180745873,2,2,0.300796056072139,Enterprise,0.8605411182168008,1
CUST_218,27,17,23.02744929493852,2,1,69.25502368087977,Enterprise,0.008090443048970997,1
CUST_219,57,7,83.59438274308611,3,2,59.05529010342235,Pro,0.9345354705248288,1
CUST_220,52,27,73.27373128950433,2,0,80.96445401971157,Basic,0.7460492211241815,1
CUST_221,13,26,91.80515771166809,3,0,4.101077345098048,Basic,0.4127304797661895,1
CUST_222,41,14,40.58819629131097,1,0,92.86556447333203,Enterprise,0.5773350192838075,1
CUST_223,3,17,56.51674048395184,1,0,33.088694006036555,Pro,0.933016774192637,1
CUST_224,39,18,51.62924277799812,0,2,91.30698625057939,Enterprise,0.582560318655875,1
CUST_225,6,13,118.17028835614913,6,0,10.713148206753953,Pro,0.22856852364983715,1
CUST_226,8,20,38.608630025029605,2,0,74.39205814696412,Basic,0.5728739026185466,1
CUST_227,27,29,38.90398240987819,6,0,57.93582314323265,Basic,0.8714472937396257,1
CUST_228,9,20,45.77304401528985,2,0,35.8191215252584,Enterprise,0.9874499784439112,1
CUST_229,37,21,69.92831934838698,1,1,7.9142395933019305,Basic,0.5840832689146458,1
CUST_230,33,27,34.017115590330704,1,2,60.47365098467405,Pro,0.15564517480596263,1
CUST_231,51,18,110.2583431436165,0,0,2.6439883073913095,Basic,0.7717524411548266,1
CUST_232,42,4,35.553839959620305,2,1,50.12820991460075,Basic,0.9969113439068895,1
CUST_233,44,1,108.0188091294224,2,0,60.420857579365496,Enterprise,0.47363594474171355,1
CUST_234,24,18,16.899632319357234,5,0,73.2523747287522,Pro,0.3837327670297389,1
CUST_235,15,1,80.50471077596002,1,1,99.1334634224846,Enterprise,0.552500645914976,1
CUST_236,59,26,109.30333462039803,1,1,26.00937135077649,Enterprise,0.16476617984682929,0
CUST_237,54,26,24.406185415796397,2,0,32.238982137347506,Basic,0.9712833845035886,1
CUST_238,32,13,116.35760041141432,2,0,34.1145346808992,Pro,0.8383346857415752,1
CUST_239,32,20,57.08158644778384,2,0,73.1582711858835,Pro,0.11299071087377177,1
CUST_240,24,20,113.75723747071781,0,1,93.18192682561138,Enterprise,0.9450814973291476,1
CUST_241,41,23,82.8343050174554,3,2,97.43237495815588,Enterprise,0.9428194575381595,1
CUST_242,52,10,39.68249003545843,3,2,94.58113665581291,Basic,0.3163547497584157,1
CUST_243,49,27,26.65479036546724,3,2,87.93830077152434,Pro,0.6191420630983665,1
CUST_244,49,11,39.92953031588643,1,1,99.0977373820631,Pro,0.11075428535604293,1
CUST_245,58,9,15.697002065207624,3,1,37.59457268344969,Basic,0.08419140040241757,1
CUST_246,52,9,21.544816129482925,1,2,94.83213199987064,Enterprise,0.5017945609470471,1
CUST_247,12,5,17.035950639845332,2,3,76.10199623959116,Pro,0.049678069025066884,1
CUST_248,39,26,53.63850753027914,2,2,16.845985952797825,Basic,0.8748916099766108,1
CUST_249,2,1,96.49151326962244,1,1,4.546518787720233,Enterprise,0.9280953808775784,1
CUST_250,3,17,21.25910873487912,5,0,21.448395787032226,Basic,0.06730641142330596,1
CUST_251,49,22,19.986849814818626,1,2,77.87511242876262,Pro,0.0472847226704195,0
CUST_252,37,2,78.99432919449303,2,1,63.16968812258842,Enterprise,0.22141782108432861,0
CUST_253,49,24,27.67604292632762,1,2,22.43562573466852,Basic,0.9299583589120383,1
CUST_254,56,13,16.225154382534036,4,2,74.19214544713593,Basic,0.7690146269693309,1
CUST_255,17,9,24.18758649364143,2,0,14.1322239438203,Basic,0.6764977872521845,1
CUST_256,59,29,111.22911052582926,1,0,82.18413938586944,Pro,0.7763472101371325,0
CUST_257,49,4,99.46919406926195,1,1,79.4160975970732,Pro,0.199476781904102,1
CUST_258,2,5,45.71742467083582,1,0,97.25759707060485,Pro,0.25658836292339626,1
CUST_259,2,11,80.41938824265017,3,0,15.027956462931813,Basic,0.3176286358848849,1
CUST_260,28,24,66.78670247182438,1,1,90.66129944146003,Pro,0.6050659135186692,1
CUST_261,54,19,82.86929030049485,1,1,34.11026637218385,Basic,0.6082200655812334,1
CUST_262,23,21,83.50718253321732,3,2,41.60598647953117,Basic,0.20860772712321185,1
CUST_263,37,3,77.3044117318992,3,0,46.844506288676946,Basic,0.43672717308071474,1
CUST_264,32,12,35.60165738179049,2,3,62.69040532025558,Enterprise,0.690019888863465,1
CUST_265,33,26,9.485738387724084,0,4,99.47633701180428,Basic,0.3096192905601367,0
CUST_266,1,19,57.390179928862516,1,1,59.99588030552332,Pro,0.07547707888481037,1
CUST_267,19,19,107.46199673943094,2,1,92.67158650404073,Basic,0.19738997908459377,0
CUST_268,2,13,70.49218472963624,1,1,25.5028202084723,Pro,0.1647356195409032,1
CUST_269,53,28,100.72496979571942,0,1,39.841166181514964,Enterprise,0.6319427891263428,1
CUST_270,44,7,119.03679944054123,0,1,50.44995294385808,Enterprise,0.06854898722288194,1
CUST_271,26,15,23.81586347590177,0,1,32.29019897866707,Basic,0.8847495753462825,1
CUST_272,32,23,84.55442850132796,2,1,97.686710296433,Pro,0.08438713865739544,1
CUST_273,6,7,82.54376097550283,0,1,72.56835538972271,Enterprise,0.5979097383123252,1
CUST_274,32,26,117.69487644620202,0,3,47.88813521825601,Enterprise,0.9295326351690807,1
CUST_275,55,8,118.34408440457204,5,0,75.13047012097938,Enterprise,0.06242292870544397,1
CUST_276,4,5,83.96804034827488,3,1,46.744249908265125,Pro,0.38310487715838504,1
CUST_277,55,21,33.01570107795234,1,1,1.7225327367926035,Basic,0.32794579296305293,1
CUST_278,11,14,96.8339213850189,0,2,54.31934078103361,Basic,0.34420877387265714,1
CUST_279,56,4,17.308350434269382,2,1,62.51852187612016,Enterprise,0.6003114654119204,1
CUST_280,59,23,94.7804199797373,0,0,98.12074187185617,Basic,0.2621030954620509,1
CUST_281,17,10,109.67255427664008,1,0,4.079284826061769,Enterprise,0.027322957284606764,1
CUST_282,38,20,49.02584039837006,1,1,51.209695745513386,Pro,0.9622750364419149,1
CUST_283,24,15,77.52305892305425,2,1,9.815475670836182,Basic,0.7487759857650342,1
CUST_284,5,18,54.46641419113502,2,0,14.899590157096043,Pro,0.13512759223567394,1
CUST_285,52,20,55.342981323634774,3,0,61.04633389684761,Basic,0.45515685350959534,0
CUST_286,34,13,40.692652247433806,2,0,23.15677122664973,Pro,0.06272173321234975,1
CUST_287,6,29,92.64490635178733,2,1,74.91741112950245,Pro,0.02785633139749466,1
CUST_288,22,8,112.6603048791481,2,3,51.419869259527275,Basic,0.04751173143431442,1
CUST_289,11,9,113.18634881196303,0,1,21.821288516573723,Enterprise,0.7557777324797097,1
CUST_290,48,16,25.09984776061739,2,1,49.379167760106505,Enterprise,0.4449239572671184,1
CUST_291,16,19,105.59551971050509,0,0,0.08817269081207169,Pro,0.8443969152012445,1
CUST_292,33,16,89.80461576411905,0,1,86.2740043657841,Pro,0.3052151040743817,0
CUST_293,9,7,34.07630107938326,4,1,1.2678377055762802,Enterprise,0.7753217379652473,1
CUST_294,59,14,12.737730485974174,2,2,0.7009892492182535,Basic,0.07793455795010207,1
CUST_295,6,28,35.81968569170347,3,2,61.150394317964704,Basic,0.6351081576216695,1
CUST_296,16,14,109.90394722987544,4,1,97.35209257900829,Pro,0.36060191357935123,1
CUST_297,29,25,77.81554761301382,4,0,85.59334843539787,Basic,0.27672492660061265,1
CUST_298,3,27,87.92128600325526,1,1,25.201891258945164,Pro,0.8151090941506259,0
CUST_299,20,4,34.57252037754603,3,2,19.66668111476857,Basic,0.051922119605774864,1
CUST_300,59,26,87.72963789110433,1,0,62.61121806334554,Pro,0.9495314606862237,1
CUST_301,36,15,8.233973221961232,3,0,82.26377470220774,Basic,0.78554556586246,1
CUST_302,19,3,48.16195476389659,1,0,36.20786709000298,Pro,0.35560927392722486,1
CUST_303,26,5,77.07663508236809,2,0,43.23545903670759,Enterprise,0.9913329914545175,1
